,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Age,Gender
100,3.0,1.0,2.0,2.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0,1.0,2.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,21.0,female
101,5.0,1.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,3.0,18.0,male
102,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,20.0,female
103,5.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,1.0,5.0,3.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,1.0,22.0,male
104,5.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,21.0,male
105,4.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,24.0,male
106,4.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,2.0,1.0,2.0,3.0,5.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,3.0,1.0,19.0,male
107,1.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,5.0,5.0,5.0,2.0,1.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,1.0,4.0,2.0,5.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,4.0,18.0,female
108,1.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,3.0,17.0,female
109,3.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,18.0,male
110,3.0,4.0,1.0,2.0,3.0,5.0,2.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,21.0,male
111,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,1.0,22.0,female
112,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,1.0,4.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,5.0,4.0,1.0,3.0,20.0,female
113,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,,5.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,21.0,female
114,5.0,3.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,19.0,female
115,2.0,5.0,3.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,5.0,3.0,3.0,17.0,female
116,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,4.0,21.0,female
117,2.0,2.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,5.0,18.0,female
118,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,4.0,23.0,male
119,4.0,4.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,16.0,female
120,5.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,23.0,male
121,1.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,5.0,5.0,3.0,21.0,male
122,5.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,4.0,23.0,female
123,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,5.0,2.0,4.0,20.0,female
124,4.0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,2.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,4.0,20.0,male
125,4.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,1.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,5.0,5.0,2.0,5.0,20.0,female
126,5.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,1.0,20.0,female
127,4.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,4.0,2.0,19.0,female
128,4.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,15.0,female
129,4.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,20.0,female
130,5.0,3.0,5.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,1.0,4.0,3.0,4.0,2.0,1.0,4.0,5.0,3.0,2.0,4.0,5.0,4.0,4.0,5.0,3.0,1.0,19.0,female
131,1.0,3.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,5.0,5.0,3.0,18.0,male
132,1.0,5.0,2.0,4.0,1.0,5.0,3.0,2.0,4.0,1.0,4.0,5.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,5.0,15.0,female
133,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,5.0,4.0,1.0,4.0,20.0,female
134,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,16.0,female
135,5.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,5.0,1.0,5.0,18.0,male
136,4.0,2.0,5.0,2.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,5.0,3.0,4.0,1.0,2.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,21.0,male
137,4.0,,3.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,,
138,2.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,20.0,female
139,1.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,3.0,5.0,19.0,female
140,5.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,19.0,female
141,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,5.0,19.0,female
142,1.0,2.0,2.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,3.0,5.0,5.0,4.0,4.0,1.0,1.0,,male
143,,4.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,,1.0,5.0,1.0,5.0,20.0,female
144,3.0,4.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,5.0,2.0,3.0,3.0,5.0,1.0,1.0,4.0,1.0,5.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,4.0,5.0,3.0,3.0,21.0,male
145,2.0,4.0,2.0,1.0,,4.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,19.0,female
146,5.0,3.0,5.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,4.0,3.0,4.0,5.0,2.0,4.0,21.0,male
147,4.0,2.0,3.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,3.0,18.0,male
148,3.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,20.0,male
149,2.0,3.0,1.0,5.0,5.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,19.0,male
150,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,3.0,5.0,3.0,5.0,3.0,1.0,22.0,female
151,4.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,20.0,male
152,5.0,5.0,5.0,2.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,1.0,3.0,4.0,2.0,5.0,4.0,4.0,25.0,male
153,5.0,3.0,5.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,3.0,2.0,1.0,21.0,female
154,5.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,3.0,24.0,male
155,4.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,19.0,female
156,5.0,2.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,25.0,male
157,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,26.0,male
158,1.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,15.0,female
159,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,20.0,male
160,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,1.0,5.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,19.0,male
161,2.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,5.0,3.0,5.0,20.0,female
162,5.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,5.0,5.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,21.0,male
163,5.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,22.0,male
164,3.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,20.0,male
165,3.0,4.0,5.0,2.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,4.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,20.0,female
166,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,3.0,4.0,4.0,3.0,1.0,21.0,female
167,3.0,3.0,3.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,21.0,male
168,3.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,20.0,female
169,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0,3.0,4.0,19.0,female
170,5.0,4.0,5.0,5.0,3.0,3.0,1.0,5.0,4.0,1.0,3.0,5.0,4.0,4.0,4.0,1.0,2.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,4.0,19.0,male
171,4.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,20.0,male
172,5.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,2.0,3.0,22.0,male
173,3.0,2.0,1.0,4.0,2.0,5.0,5.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,5.0,3.0,5.0,2.0,5.0,21.0,male
174,5.0,1.0,3.0,1.0,1.0,5.0,1.0,,1.0,,4.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,,5.0,3.0,5.0,5.0,5.0,4.0,1.0,3.0,26.0,male
175,1.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,5.0,17.0,female
176,1.0,1.0,1.0,5.0,4.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,22.0,male
177,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,2.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,5.0,26.0,male
178,4.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,20.0,female
179,5.0,5.0,3.0,2.0,2.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,22.0,male
180,4.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,5.0,1.0,21.0,male
181,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,23.0,male
182,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,19.0,female
183,5.0,5.0,5.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,1.0,1.0,4.0,1.0,5.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,20.0,male
184,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0,21.0,female
185,2.0,5.0,2.0,5.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,3.0,5.0,5.0,1.0,2.0,1.0,5.0,3.0,5.0,1.0,3.0,2.0,5.0,5.0,4.0,5.0,19.0,female
186,3.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,29.0,female
187,5.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,22.0,female
188,4.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,,19.0,female
189,4.0,3.0,2.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,17.0,female
190,3.0,3.0,2.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,16.0,female
191,3.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,5.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,5.0,4.0,1.0,2.0,29.0,female
192,3.0,3.0,2.0,1.0,1.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,1.0,2.0,5.0,2.0,5.0,18.0,female
193,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,5.0,1.0,5.0,26.0,male
194,2.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,1.0,19.0,male
195,3.0,3.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,1.0,19.0,male
196,4.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,1.0,4.0,4.0,5.0,4.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,3.0,3.0,3.0,5.0,4.0,1.0,20.0,female
197,2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,4.0,1.0,4.0,5.0,1.0,4.0,22.0,female
198,4.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,5.0,3.0,4.0,20.0,male
199,2.0,2.0,1.0,1.0,2.0,3.0,3.0,,2.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,3.0,5.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,3.0,21.0,male
200,3.0,2.0,3.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,21.0,male
201,4.0,5.0,1.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,18.0,
